flight_id,dep_airport,arr_airport,service_type,std,sta,dep_airport_group,arr_airport_group
WF741,MJF,TRD,J,2025-10-06 04:30:00.000000,2025-10-06 05:25:00.000000,D,NA
DX521,RRS,OSL,J,2025-10-06 04:45:00.000000,2025-10-06 05:40:00.000000,B,NA
WF820,BOO,SVJ,J,2025-10-06 04:45:00.000000,2025-10-06 05:15:00.000000,NA,E
WF150,SOG,BGO,J,2025-10-06 04:45:00.000000,2025-10-06 05:20:00.000000,A,NA
WF961,SOJ,TOS,J,2025-10-06 04:45:00.000000,2025-10-06 05:10:00.000000,C,NA
DY421,MOL,OSL,J,2025-10-06 04:45:00.000000,2025-10-06 05:40:00.000000,B,NA
WF802,BOO,LKN,J,2025-10-06 04:45:00.000000,2025-10-06 05:15:00.000000,NA,E
WF721,SSJ,TRD,J,2025-10-06 04:45:00.000000,2025-10-06 05:40:00.000000,D,NA
WF140,SOG,OSL,J,2025-10-06 04:45:00.000000,2025-10-06 05:40:00.000000,A,NA
WF781,OSY,TRD,J,2025-10-06 05:00:00.000000,2025-10-06 05:30:00.000000,C,NA
WF942,ALF,BVG,J,2025-10-06 05:05:00.000000,2025-10-06 05:50:00.000000,NA,F
WF930,HFT,BJF,J,2025-10-06 05:10:00.000000,2025-10-06 05:55:00.000000,NA,F
WF803,LKN,BOO,J,2025-10-06 05:30:00.000000,2025-10-06 05:55:00.000000,E,NA
WF821,SVJ,BOO,J,2025-10-06 05:30:00.000000,2025-10-06 05:55:00.000000,E,NA
WF502,BGO,MOL,J,2025-10-06 05:40:00.000000,2025-10-06 06:35:00.000000,NA,B
WF974,TOS,HAA,J,2025-10-06 05:40:00.000000,2025-10-06 06:15:00.000000,NA,G
WF161,OSL,HOV,J,2025-10-06 05:45:00.000000,2025-10-06 06:55:00.000000,NA,B
WF181,OSL,FDE,J,2025-10-06 05:45:00.000000,2025-10-06 06:50:00.000000,NA,A
WF762,TRD,MQN,J,2025-10-06 06:05:00.000000,2025-10-06 07:10:00.000000,NA,D
WF742,TRD,MJF,J,2025-10-06 06:05:00.000000,2025-10-06 06:55:00.000000,NA,D
WF942,BVG,VDS,J,2025-10-06 06:05:00.000000,2025-10-06 06:30:00.000000,F,G
WF722,TRD,SSJ,J,2025-10-06 06:10:00.000000,2025-10-06 07:05:00.000000,NA,D
WF141,OSL,SOG,J,2025-10-06 06:10:00.000000,2025-10-06 07:05:00.000000,NA,A
WF930,BJF,VDS,J,2025-10-06 06:10:00.000000,2025-10-06 06:30:00.000000,F,G
WF892,BOO,RET,J,2025-10-06 06:15:00.000000,2025-10-06 06:40:00.000000,NA,E
DY422,OSL,MOL,J,2025-10-06 06:20:00.000000,2025-10-06 07:20:00.000000,NA,B
WF974,HAA,HFT,J,2025-10-06 06:30:00.000000,2025-10-06 06:50:00.000000,G,NA
WF782,TRD,RVK,J,2025-10-06 06:35:00.000000,2025-10-06 07:10:00.000000,NA,C
WF151,BGO,SOG,J,2025-10-06 06:35:00.000000,2025-10-06 07:10:00.000000,NA,A
WF822,BOO,SVJ,J,2025-10-06 06:50:00.000000,2025-10-06 07:20:00.000000,NA,E
WF933,VDS,HFT,J,2025-10-06 06:50:00.000000,2025-10-06 07:40:00.000000,G,NA
WF953,VDS,VAW,J,2025-10-06 06:55:00.000000,2025-10-06 07:15:00.000000,G,F
WF892,RET,LKN,J,2025-10-06 06:55:00.000000,2025-10-06 07:20:00.000000,E,E
WF503,MOL,BGO,J,2025-10-06 07:00:00.000000,2025-10-06 07:55:00.000000,B,NA
WF742,MJF,BOO,J,2025-10-06 07:10:00.000000,2025-10-06 07:50:00.000000,D,NA
WF162,HOV,OSL,J,2025-10-06 07:15:00.000000,2025-10-06 08:25:00.000000,B,NA
WF722,SSJ,BOO,J,2025-10-06 07:20:00.000000,2025-10-06 07:55:00.000000,D,NA
WF184,FDE,OSL,J,2025-10-06 07:20:00.000000,2025-10-06 08:25:00.000000,A,NA
DX522,OSL,RRS,J,2025-10-06 07:20:00.000000,2025-10-06 08:10:00.000000,NA,B
WF762,MQN,BOO,J,2025-10-06 07:25:00.000000,2025-10-06 07:55:00.000000,D,NA
WF141,SOG,SDN,J,2025-10-06 07:25:00.000000,2025-10-06 07:55:00.000000,A,A
WF151,SOG,HOV,J,2025-10-06 07:25:00.000000,2025-10-06 08:00:00.000000,A,B
WF953,VAW,KKN,J,2025-10-06 07:30:00.000000,2025-10-06 07:55:00.000000,F,NA
WF783,RVK,TRD,J,2025-10-06 07:30:00.000000,2025-10-06 08:05:00.000000,C,NA
WF892,LKN,BOO,J,2025-10-06 07:35:00.000000,2025-10-06 08:00:00.000000,E,NA
WF823,SVJ,BOO,J,2025-10-06 07:35:00.000000,2025-10-06 08:00:00.000000,E,NA
DY423,MOL,OSL,J,2025-10-06 07:45:00.000000,2025-10-06 08:40:00.000000,B,NA
WF141,SDN,OSL,J,2025-10-06 08:15:00.000000,2025-10-06 09:20:00.000000,A,NA
WF151,HOV,OSL,J,2025-10-06 08:20:00.000000,2025-10-06 09:30:00.000000,B,NA
WF163,OSL,HOV,J,2025-10-06 08:50:00.000000,2025-10-06 10:00:00.000000,NA,B
WF824,BOO,SVJ,J,2025-10-06 08:55:00.000000,2025-10-06 09:25:00.000000,NA,E
WF804,BOO,LKN,J,2025-10-06 08:55:00.000000,2025-10-06 09:25:00.000000,NA,E
WF506,BGO,MOL,J,2025-10-06 08:55:00.000000,2025-10-06 09:50:00.000000,NA,B
WF745,BOO,MJF,J,2025-10-06 08:55:00.000000,2025-10-06 09:40:00.000000,NA,D
WF145,OSL,SDN,J,2025-10-06 08:55:00.000000,2025-10-06 10:05:00.000000,NA,A
WF765,BOO,MQN,J,2025-10-06 08:55:00.000000,2025-10-06 09:30:00.000000,NA,D
WF825,SVJ,BOO,J,2025-10-06 09:45:00.000000,2025-10-06 10:10:00.000000,E,NA
WF954,KKN,VDS,J,2025-10-06 09:45:00.000000,2025-10-06 10:00:00.000000,NA,G
WF805,LKN,BOO,J,2025-10-06 09:45:00.000000,2025-10-06 10:10:00.000000,E,NA
WF765,MQN,TRD,J,2025-10-06 09:50:00.000000,2025-10-06 10:55:00.000000,D,NA
WF745,MJF,TRD,J,2025-10-06 10:00:00.000000,2025-10-06 10:55:00.000000,D,NA
WF187,OSL,FDE,J,2025-10-06 10:10:00.000000,2025-10-06 11:15:00.000000,NA,A
WF507,MOL,BGO,J,2025-10-06 10:15:00.000000,2025-10-06 11:10:00.000000,B,NA
WF163,HOV,BGO,J,2025-10-06 10:20:00.000000,2025-10-06 11:15:00.000000,B,NA
WF954,VDS,VAW,J,2025-10-06 10:20:00.000000,2025-10-06 10:40:00.000000,G,F
WF146,SDN,OSL,J,2025-10-06 10:25:00.000000,2025-10-06 11:30:00.000000,A,NA
WF955,VAW,BJF,J,2025-10-06 10:55:00.000000,2025-10-06 11:15:00.000000,F,F
WF955,BJF,BVG,J,2025-10-06 11:30:00.000000,2025-10-06 11:50:00.000000,F,F
WF768,TRD,MQN,J,2025-10-06 11:30:00.000000,2025-10-06 12:35:00.000000,NA,D
WF188,FDE,OSL,J,2025-10-06 11:35:00.000000,2025-10-06 12:40:00.000000,A,NA
WF908,HFT,MEH,J,2025-10-06 11:45:00.000000,2025-10-06 12:20:00.000000,NA,G
WF170,BGO,HOV,J,2025-10-06 11:50:00.000000,2025-10-06 12:40:00.000000,NA,B
WF811,TOS,LKN,J,2025-10-06 12:00:00.000000,2025-10-06 13:00:00.000000,NA,E
WF155,OSL,SOG,J,2025-10-06 12:00:00.000000,2025-10-06 12:55:00.000000,NA,A
WF955,BVG,VDS,J,2025-10-06 12:05:00.000000,2025-10-06 12:30:00.000000,F,G
WF908,MEH,HVG,J,2025-10-06 12:35:00.000000,2025-10-06 12:55:00.000000,G,NA
WF729,BOO,SSJ,J,2025-10-06 12:50:00.000000,2025-10-06 13:30:00.000000,NA,D
WF955,VDS,KKN,J,2025-10-06 12:50:00.000000,2025-10-06 13:05:00.000000,G,NA
WF769,BOO,MQN,J,2025-10-06 12:50:00.000000,2025-10-06 13:25:00.000000,NA,D
WF768,MQN,BOO,J,2025-10-06 12:55:00.000000,2025-10-06 13:25:00.000000,D,NA
WF170,HOV,OSL,J,2025-10-06 13:00:00.000000,2025-10-06 14:10:00.000000,B,NA
WF171,OSL,HOV,J,2025-10-06 13:15:00.000000,2025-10-06 14:25:00.000000,NA,B
WF156,SOG,OSL,J,2025-10-06 13:15:00.000000,2025-10-06 14:10:00.000000,A,NA
WF811,LKN,BOO,J,2025-10-06 13:15:00.000000,2025-10-06 13:40:00.000000,E,NA
WF792,TRD,RVK,J,2025-10-06 13:15:00.000000,2025-10-06 13:50:00.000000,NA,C
WF191,OSL,FDE,J,2025-10-06 13:25:00.000000,2025-10-06 14:30:00.000000,NA,A
WF769,MQN,TRD,J,2025-10-06 13:40:00.000000,2025-10-06 14:45:00.000000,D,NA
WF729,SSJ,TRD,J,2025-10-06 13:50:00.000000,2025-10-06 14:45:00.000000,D,NA
WF832,BOO,SVJ,J,2025-10-06 14:05:00.000000,2025-10-06 14:35:00.000000,NA,E
WF812,BOO,LKN,J,2025-10-06 14:05:00.000000,2025-10-06 14:35:00.000000,NA,E
DX523,RRS,OSL,J,2025-10-06 14:05:00.000000,2025-10-06 15:00:00.000000,B,NA
WF793,RVK,TRD,J,2025-10-06 14:10:00.000000,2025-10-06 14:45:00.000000,C,NA
DY430,OSL,MOL,J,2025-10-06 14:10:00.000000,2025-10-06 15:05:00.000000,NA,B
WF148,OSL,SDN,J,2025-10-06 14:40:00.000000,2025-10-06 15:50:00.000000,NA,A
WF158,OSL,HOV,J,2025-10-06 14:40:00.000000,2025-10-06 15:50:00.000000,NA,B
WF172,HOV,OSL,J,2025-10-06 14:45:00.000000,2025-10-06 15:55:00.000000,B,NA
WF192,FDE,OSL,J,2025-10-06 14:50:00.000000,2025-10-06 15:55:00.000000,A,NA
WF813,LKN,BOO,J,2025-10-06 14:55:00.000000,2025-10-06 15:20:00.000000,E,NA
WF833,SVJ,BOO,J,2025-10-06 14:55:00.000000,2025-10-06 15:20:00.000000,E,NA
WF514,BGO,MOL,J,2025-10-06 15:00:00.000000,2025-10-06 15:55:00.000000,NA,B
WF772,TRD,MQN,J,2025-10-06 15:10:00.000000,2025-10-06 16:15:00.000000,NA,D
WF732,TRD,SSJ,J,2025-10-06 15:10:00.000000,2025-10-06 16:05:00.000000,NA,D
WF752,TRD,MJF,J,2025-10-06 15:15:00.000000,2025-10-06 16:05:00.000000,NA,D
DY431,MOL,OSL,J,2025-10-06 15:35:00.000000,2025-10-06 16:30:00.000000,B,NA
WF794,TRD,OSY,J,2025-10-06 15:45:00.000000,2025-10-06 16:20:00.000000,NA,C
WF814,BOO,LKN,J,2025-10-06 15:45:00.000000,2025-10-06 16:15:00.000000,NA,E
WF148,SDN,SOG,J,2025-10-06 16:05:00.000000,2025-10-06 16:35:00.000000,A,A
WF158,HOV,SOG,J,2025-10-06 16:05:00.000000,2025-10-06 16:35:00.000000,B,A
DX524,OSL,RRS,J,2025-10-06 16:10:00.000000,2025-10-06 17:00:00.000000,NA,B
WF732,SSJ,BOO,J,2025-10-06 16:20:00.000000,2025-10-06 16:55:00.000000,D,NA
WF515,MOL,BGO,J,2025-10-06 16:20:00.000000,2025-10-06 17:15:00.000000,B,NA
WF752,MJF,BOO,J,2025-10-06 16:25:00.000000,2025-10-06 17:05:00.000000,D,NA
WF772,MQN,BOO,J,2025-10-06 16:30:00.000000,2025-10-06 17:00:00.000000,D,NA
WF958,KKN,VAW,J,2025-10-06 16:35:00.000000,2025-10-06 17:00:00.000000,NA,F
WF815,LKN,BOO,J,2025-10-06 16:35:00.000000,2025-10-06 17:00:00.000000,E,NA
WF816,BOO,LKN,J,2025-10-06 16:40:00.000000,2025-10-06 17:10:00.000000,NA,E
WF795,OSY,TRD,J,2025-10-06 16:40:00.000000,2025-10-06 17:10:00.000000,C,NA
WF936,HFT,VDS,J,2025-10-06 16:45:00.000000,2025-10-06 17:30:00.000000,NA,G
WF158,SOG,BGO,J,2025-10-06 16:50:00.000000,2025-10-06 17:25:00.000000,A,NA
WF148,SOG,OSL,J,2025-10-06 16:55:00.000000,2025-10-06 17:50:00.000000,A,NA
WF175,OSL,HOV,J,2025-10-06 17:05:00.000000,2025-10-06 18:15:00.000000,NA,B
WF958,VAW,VDS,J,2025-10-06 17:15:00.000000,2025-10-06 17:35:00.000000,F,G
WF195,OSL,FDE,J,2025-10-06 17:15:00.000000,2025-10-06 18:20:00.000000,NA,A
WF816,LKN,TOS,J,2025-10-06 17:25:00.000000,2025-10-06 18:20:00.000000,E,NA
WF775,BOO,MQN,J,2025-10-06 17:25:00.000000,2025-10-06 18:00:00.000000,NA,D
WF755,BOO,MJF,J,2025-10-06 17:30:00.000000,2025-10-06 18:15:00.000000,NA,D
WF735,BOO,SSJ,J,2025-10-06 17:35:00.000000,2025-10-06 18:15:00.000000,NA,D
WF966,TOS,SOJ,J,2025-10-06 17:45:00.000000,2025-10-06 18:10:00.000000,NA,C
DY436,OSL,MOL,J,2025-10-06 17:55:00.000000,2025-10-06 18:55:00.000000,NA,B
WF939,VDS,BJF,J,2025-10-06 18:00:00.000000,2025-10-06 18:20:00.000000,G,F
WF947,VDS,BVG,J,2025-10-06 18:05:00.000000,2025-10-06 18:30:00.000000,G,F
WF836,BOO,SVJ,J,2025-10-06 18:05:00.000000,2025-10-06 18:35:00.000000,NA,E
WF775,MQN,TRD,J,2025-10-06 18:15:00.000000,2025-10-06 19:20:00.000000,D,NA
WF896,BOO,LKN,J,2025-10-06 18:15:00.000000,2025-10-06 18:45:00.000000,NA,E
WF967,SOJ,TOS,J,2025-10-06 18:25:00.000000,2025-10-06 18:50:00.000000,C,NA
WF735,SSJ,TRD,J,2025-10-06 18:30:00.000000,2025-10-06 19:25:00.000000,D,NA
WF755,MJF,TRD,J,2025-10-06 18:30:00.000000,2025-10-06 19:25:00.000000,D,NA
WF159,BGO,SOG,J,2025-10-06 18:30:00.000000,2025-10-06 19:05:00.000000,NA,A
WF939,BJF,HFT,J,2025-10-06 18:35:00.000000,2025-10-06 19:25:00.000000,F,NA
WF176,HOV,OSL,J,2025-10-06 18:35:00.000000,2025-10-06 19:45:00.000000,B,NA
WF516,BGO,MOL,J,2025-10-06 18:35:00.000000,2025-10-06 19:30:00.000000,NA,B
WF196,FDE,OSL,J,2025-10-06 18:40:00.000000,2025-10-06 19:45:00.000000,A,NA
WF978,HFT,HAA,J,2025-10-06 18:45:00.000000,2025-10-06 19:05:00.000000,NA,G
WF947,BVG,ALF,J,2025-10-06 18:45:00.000000,2025-10-06 19:30:00.000000,F,NA
WF837,SVJ,BOO,J,2025-10-06 18:55:00.000000,2025-10-06 19:20:00.000000,E,NA
WF796,TRD,OSY,J,2025-10-06 19:00:00.000000,2025-10-06 19:35:00.000000,NA,C
WF896,LKN,RET,J,2025-10-06 19:00:00.000000,2025-10-06 19:25:00.000000,E,E
WF149,OSL,SOG,J,2025-10-06 19:05:00.000000,2025-10-06 20:00:00.000000,NA,A
WF978,HAA,TOS,J,2025-10-06 19:20:00.000000,2025-10-06 19:55:00.000000,G,NA
WF159,SOG,HOV,J,2025-10-06 19:20:00.000000,2025-10-06 19:55:00.000000,A,B
WF896,RET,BOO,J,2025-10-06 19:40:00.000000,2025-10-06 20:05:00.000000,E,NA
WF796,OSY,RVK,J,2025-10-06 19:50:00.000000,2025-10-06 20:10:00.000000,C,C
WF778,TRD,MQN,J,2025-10-06 19:55:00.000000,2025-10-06 21:00:00.000000,NA,D
WF758,TRD,MJF,J,2025-10-06 20:00:00.000000,2025-10-06 20:50:00.000000,NA,D
WF738,TRD,SSJ,J,2025-10-06 20:00:00.000000,2025-10-06 20:55:00.000000,NA,D
WF199,OSL,FDE,J,2025-10-06 20:15:00.000000,2025-10-06 21:20:00.000000,NA,A
WF179,OSL,HOV,J,2025-10-06 20:15:00.000000,2025-10-06 21:25:00.000000,NA,B
WF149,SOG,SDN,J,2025-10-06 20:20:00.000000,2025-10-06 20:50:00.000000,A,A
WF818,BOO,LKN,J,2025-10-06 20:55:00.000000,2025-10-06 21:25:00.000000,NA,E
WF938,HVG,MEH,J,2025-10-06 21:00:00.000000,2025-10-06 21:20:00.000000,NA,G
WF948,KKN,VDS,J,2025-10-06 21:00:00.000000,2025-10-06 21:15:00.000000,NA,G
WF938,MEH,VDS,J,2025-10-06 21:35:00.000000,2025-10-06 22:05:00.000000,G,G
WF819,LKN,BOO,J,2025-10-06 21:40:00.000000,2025-10-06 22:05:00.000000,E,NA
WF931,VDS,MEH,J,2025-10-07 03:00:00.000000,2025-10-07 03:35:00.000000,G,G
WF800,BOO,LKN,J,2025-10-07 03:05:00.000000,2025-10-07 03:35:00.000000,NA,E
WF941,VDS,KKN,J,2025-10-07 03:15:00.000000,2025-10-07 03:30:00.000000,G,NA
WF801,LKN,BOO,J,2025-10-07 03:50:00.000000,2025-10-07 04:15:00.000000,E,NA
WF931,MEH,HVG,J,2025-10-07 03:50:00.000000,2025-10-07 04:10:00.000000,G,NA
WF150,HOV,SOG,J,2025-10-07 03:55:00.000000,2025-10-07 04:25:00.000000,B,A
WF960,TOS,SOJ,J,2025-10-07 04:00:00.000000,2025-10-07 04:25:00.000000,NA,C
WF140,SDN,SOG,J,2025-10-07 04:00:00.000000,2025-10-07 04:30:00.000000,A,A
WF160,HOV,OSL,J,2025-10-07 04:05:00.000000,2025-10-07 05:15:00.000000,B,NA
WF180,FDE,OSL,J,2025-10-07 04:05:00.000000,2025-10-07 05:10:00.000000,A,NA
WF501,MOL,BGO,J,2025-10-07 04:15:00.000000,2025-10-07 05:10:00.000000,B,NA
WF781,RVK,OSY,J,2025-10-07 04:25:00.000000,2025-10-07 04:45:00.000000,C,C
WF761,MQN,TRD,J,2025-10-07 04:25:00.000000,2025-10-07 05:30:00.000000,D,NA
WF741,MJF,TRD,J,2025-10-07 04:30:00.000000,2025-10-07 05:25:00.000000,D,NA
WF802,BOO,LKN,J,2025-10-07 04:45:00.000000,2025-10-07 05:15:00.000000,NA,E
DX521,RRS,OSL,J,2025-10-07 04:45:00.000000,2025-10-07 05:40:00.000000,B,NA
WF150,SOG,BGO,J,2025-10-07 04:45:00.000000,2025-10-07 05:20:00.000000,A,NA
WF140,SOG,OSL,J,2025-10-07 04:45:00.000000,2025-10-07 05:40:00.000000,A,NA
WF721,SSJ,TRD,J,2025-10-07 04:45:00.000000,2025-10-07 05:40:00.000000,D,NA
WF820,BOO,SVJ,J,2025-10-07 04:45:00.000000,2025-10-07 05:15:00.000000,NA,E
WF961,SOJ,TOS,J,2025-10-07 04:45:00.000000,2025-10-07 05:10:00.000000,C,NA
WF781,OSY,TRD,J,2025-10-07 05:00:00.000000,2025-10-07 05:30:00.000000,C,NA
WF942,ALF,BVG,J,2025-10-07 05:05:00.000000,2025-10-07 05:50:00.000000,NA,F
WF930,HFT,BJF,J,2025-10-07 05:10:00.000000,2025-10-07 05:55:00.000000,NA,F
WF803,LKN,BOO,J,2025-10-07 05:30:00.000000,2025-10-07 05:55:00.000000,E,NA
WF821,SVJ,BOO,J,2025-10-07 05:30:00.000000,2025-10-07 05:55:00.000000,E,NA
WF974,TOS,HAA,J,2025-10-07 05:40:00.000000,2025-10-07 06:15:00.000000,NA,G
WF181,OSL,FDE,J,2025-10-07 05:45:00.000000,2025-10-07 06:50:00.000000,NA,A
WF161,OSL,HOV,J,2025-10-07 05:45:00.000000,2025-10-07 06:55:00.000000,NA,B
WF742,TRD,MJF,J,2025-10-07 06:05:00.000000,2025-10-07 06:55:00.000000,NA,D
WF942,BVG,VDS,J,2025-10-07 06:05:00.000000,2025-10-07 06:30:00.000000,F,G
WF762,TRD,MQN,J,2025-10-07 06:05:00.000000,2025-10-07 07:10:00.000000,NA,D
WF722,TRD,SSJ,J,2025-10-07 06:10:00.000000,2025-10-07 07:05:00.000000,NA,D
WF141,OSL,SOG,J,2025-10-07 06:10:00.000000,2025-10-07 07:05:00.000000,NA,A
WF930,BJF,VDS,J,2025-10-07 06:10:00.000000,2025-10-07 06:30:00.000000,F,G
WF892,BOO,RET,J,2025-10-07 06:15:00.000000,2025-10-07 06:40:00.000000,NA,E
WF974,HAA,HFT,J,2025-10-07 06:30:00.000000,2025-10-07 06:50:00.000000,G,NA
WF782,TRD,RVK,J,2025-10-07 06:35:00.000000,2025-10-07 07:10:00.000000,NA,C
WF151,BGO,SOG,J,2025-10-07 06:35:00.000000,2025-10-07 07:10:00.000000,NA,A
WF822,BOO,SVJ,J,2025-10-07 06:50:00.000000,2025-10-07 07:20:00.000000,NA,E
WF933,VDS,HFT,J,2025-10-07 06:50:00.000000,2025-10-07 07:40:00.000000,G,NA
WF892,RET,LKN,J,2025-10-07 06:55:00.000000,2025-10-07 07:20:00.000000,E,E
WF953,VDS,VAW,J,2025-10-07 06:55:00.000000,2025-10-07 07:15:00.000000,G,F
WF742,MJF,BOO,J,2025-10-07 07:10:00.000000,2025-10-07 07:50:00.000000,D,NA
WF162,HOV,OSL,J,2025-10-07 07:15:00.000000,2025-10-07 08:25:00.000000,B,NA
WF722,SSJ,BOO,J,2025-10-07 07:20:00.000000,2025-10-07 07:55:00.000000,D,NA
DX522,OSL,RRS,J,2025-10-07 07:20:00.000000,2025-10-07 08:10:00.000000,NA,B
WF184,FDE,OSL,J,2025-10-07 07:20:00.000000,2025-10-07 08:25:00.000000,A,NA
WF762,MQN,BOO,J,2025-10-07 07:25:00.000000,2025-10-07 07:55:00.000000,D,NA
WF151,SOG,HOV,J,2025-10-07 07:25:00.000000,2025-10-07 08:00:00.000000,A,B
WF141,SOG,SDN,J,2025-10-07 07:25:00.000000,2025-10-07 07:55:00.000000,A,A
WF953,VAW,KKN,J,2025-10-07 07:30:00.000000,2025-10-07 07:55:00.000000,F,NA
WF783,RVK,TRD,J,2025-10-07 07:30:00.000000,2025-10-07 08:05:00.000000,C,NA
WF892,LKN,BOO,J,2025-10-07 07:35:00.000000,2025-10-07 08:00:00.000000,E,NA
WF823,SVJ,BOO,J,2025-10-07 07:35:00.000000,2025-10-07 08:00:00.000000,E,NA
DY423,MOL,OSL,J,2025-10-07 07:45:00.000000,2025-10-07 08:40:00.000000,B,NA
WF141,SDN,OSL,J,2025-10-07 08:15:00.000000,2025-10-07 09:20:00.000000,A,NA
WF151,HOV,OSL,J,2025-10-07 08:20:00.000000,2025-10-07 09:30:00.000000,B,NA
WF163,OSL,HOV,J,2025-10-07 08:50:00.000000,2025-10-07 10:00:00.000000,NA,B
WF804,BOO,LKN,J,2025-10-07 08:55:00.000000,2025-10-07 09:25:00.000000,NA,E
WF145,OSL,SDN,J,2025-10-07 08:55:00.000000,2025-10-07 10:05:00.000000,NA,A
WF824,BOO,SVJ,J,2025-10-07 08:55:00.000000,2025-10-07 09:25:00.000000,NA,E
WF765,BOO,MQN,J,2025-10-07 08:55:00.000000,2025-10-07 09:30:00.000000,NA,D
WF745,BOO,MJF,J,2025-10-07 08:55:00.000000,2025-10-07 09:40:00.000000,NA,D
WF805,LKN,BOO,J,2025-10-07 09:45:00.000000,2025-10-07 10:10:00.000000,E,NA
WF954,KKN,VDS,J,2025-10-07 09:45:00.000000,2025-10-07 10:00:00.000000,NA,G
WF825,SVJ,BOO,J,2025-10-07 09:45:00.000000,2025-10-07 10:10:00.000000,E,NA
WF765,MQN,TRD,J,2025-10-07 09:50:00.000000,2025-10-07 10:55:00.000000,D,NA
WF745,MJF,TRD,J,2025-10-07 10:00:00.000000,2025-10-07 10:55:00.000000,D,NA
WF187,OSL,FDE,J,2025-10-07 10:10:00.000000,2025-10-07 11:15:00.000000,NA,A
WF163,HOV,BGO,J,2025-10-07 10:20:00.000000,2025-10-07 11:15:00.000000,B,NA
WF954,VDS,VAW,J,2025-10-07 10:20:00.000000,2025-10-07 10:40:00.000000,G,F
WF146,SDN,OSL,J,2025-10-07 10:25:00.000000,2025-10-07 11:30:00.000000,A,NA
WF955,VAW,BJF,J,2025-10-07 10:55:00.000000,2025-10-07 11:15:00.000000,F,F
WF768,TRD,MQN,J,2025-10-07 11:30:00.000000,2025-10-07 12:35:00.000000,NA,D
WF955,BJF,BVG,J,2025-10-07 11:30:00.000000,2025-10-07 11:50:00.000000,F,F
WF188,FDE,OSL,J,2025-10-07 11:35:00.000000,2025-10-07 12:40:00.000000,A,NA
WF908,HFT,MEH,J,2025-10-07 11:45:00.000000,2025-10-07 12:20:00.000000,NA,G
WF170,BGO,HOV,J,2025-10-07 11:50:00.000000,2025-10-07 12:40:00.000000,NA,B
WF155,OSL,SOG,J,2025-10-07 12:00:00.000000,2025-10-07 12:55:00.000000,NA,A
WF811,TOS,LKN,J,2025-10-07 12:00:00.000000,2025-10-07 13:00:00.000000,NA,E
WF955,BVG,VDS,J,2025-10-07 12:05:00.000000,2025-10-07 12:30:00.000000,F,G
WF908,MEH,HVG,J,2025-10-07 12:35:00.000000,2025-10-07 12:55:00.000000,G,NA
WF729,BOO,SSJ,J,2025-10-07 12:50:00.000000,2025-10-07 13:30:00.000000,NA,D
WF769,BOO,MQN,J,2025-10-07 12:50:00.000000,2025-10-07 13:25:00.000000,NA,D
WF955,VDS,KKN,J,2025-10-07 12:50:00.000000,2025-10-07 13:05:00.000000,G,NA
WF768,MQN,BOO,J,2025-10-07 12:55:00.000000,2025-10-07 13:25:00.000000,D,NA
WF170,HOV,OSL,J,2025-10-07 13:00:00.000000,2025-10-07 14:10:00.000000,B,NA
WF792,TRD,RVK,J,2025-10-07 13:15:00.000000,2025-10-07 13:50:00.000000,NA,C
WF171,OSL,HOV,J,2025-10-07 13:15:00.000000,2025-10-07 14:25:00.000000,NA,B
WF156,SOG,OSL,J,2025-10-07 13:15:00.000000,2025-10-07 14:10:00.000000,A,NA
WF811,LKN,BOO,J,2025-10-07 13:15:00.000000,2025-10-07 13:40:00.000000,E,NA
WF191,OSL,FDE,J,2025-10-07 13:25:00.000000,2025-10-07 14:30:00.000000,NA,A
WF769,MQN,TRD,J,2025-10-07 13:40:00.000000,2025-10-07 14:45:00.000000,D,NA
WF729,SSJ,TRD,J,2025-10-07 13:50:00.000000,2025-10-07 14:45:00.000000,D,NA
WF812,BOO,LKN,J,2025-10-07 14:05:00.000000,2025-10-07 14:35:00.000000,NA,E
DX523,RRS,OSL,J,2025-10-07 14:05:00.000000,2025-10-07 15:00:00.000000,B,NA
WF832,BOO,SVJ,J,2025-10-07 14:05:00.000000,2025-10-07 14:35:00.000000,NA,E
DY430,OSL,MOL,J,2025-10-07 14:10:00.000000,2025-10-07 15:05:00.000000,NA,B
WF793,RVK,TRD,J,2025-10-07 14:10:00.000000,2025-10-07 14:45:00.000000,C,NA
WF148,OSL,SDN,J,2025-10-07 14:40:00.000000,2025-10-07 15:50:00.000000,NA,A
WF158,OSL,HOV,J,2025-10-07 14:40:00.000000,2025-10-07 15:50:00.000000,NA,B
WF172,HOV,OSL,J,2025-10-07 14:45:00.000000,2025-10-07 15:55:00.000000,B,NA
WF192,FDE,OSL,J,2025-10-07 14:50:00.000000,2025-10-07 15:55:00.000000,A,NA
WF833,SVJ,BOO,J,2025-10-07 14:55:00.000000,2025-10-07 15:20:00.000000,E,NA
WF813,LKN,BOO,J,2025-10-07 14:55:00.000000,2025-10-07 15:20:00.000000,E,NA
WF514,BGO,MOL,J,2025-10-07 15:00:00.000000,2025-10-07 15:55:00.000000,NA,B
WF732,TRD,SSJ,J,2025-10-07 15:10:00.000000,2025-10-07 16:05:00.000000,NA,D
WF772,TRD,MQN,J,2025-10-07 15:10:00.000000,2025-10-07 16:15:00.000000,NA,D
WF752,TRD,MJF,J,2025-10-07 15:15:00.000000,2025-10-07 16:05:00.000000,NA,D
